Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Plant class (product.metafields.shopify.plant-class),Shape (product.metafields.shopify.shape),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,Prestige Lotus Paper Raised Silver Logo Custom Packaging Box,"<p><span>This stunning compact box featuring raised silver embossing on luxurious Lotus textured paper. Measuring 155x62x22mm, this premium presentation box combines the tactile beauty of ultra-white Lotus texture with the visual drama of dimensional raised silver accents. Constructed with inspiration-grade 120g ultra-white paper and fortified with heavy-duty 1200G single black cardboard, this box delivers both aesthetic appeal and structural integrity. The raised silver embossing creates shadows and highlights that change with viewing angle, making every product presentation a captivating experience.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00015,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00015,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_1.png?v=1762486109,1,"",false,,"Premium raised silver embossed gift boxes 155x62x22mm with Lotus textured paper. Custom dimensional packaging starting at $0.10/piece, minimum 500 pieces.",,,,silver; white,paper; cardboard,,rectangular,,,lb,,,active
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_2.png?v=1762486109,2,"",,,,,,,,,,,,,,,,
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_4.png?v=1762486109,3,"",,,,,,,,,,,,,,,,
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_3.png?v=1762486109,4,"",,,,,,,,,,,,,,,,
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_6.png?v=1762486109,5,"",,,,,,,,,,,,,,,,
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_7.png?v=1762486109,6,"",,,,,,,,,,,,,,,,
prestige-lotus-paper-raised-silver-logo-custom-packaging-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PrestigeLotusPaperRaisedSilverLogoCustomPackagingBoxXLBP-00015_5.png?v=1762486109,7,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,Artisan Lotus Embossed Silver Logo Premium Textured Packaging,"<p><span> this exquisite compact box featuring luxurious embossed silver detailing on premium Lotus textured paper. At 155x62x22mm, this sophisticated packaging solution showcases the finest craftsmanship with its unique combination of tactile Lotus texture and dimensional embossed silver elements. The inspiration-grade 120g ultra-white paper creates a pristine canvas, while the robust 1200G single black cardboard foundation ensures lasting durability. Perfect for luxury jewelry, premium skincare, or exclusive accessories, this box transforms every unboxing into a memorable brand experience.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00014,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00014,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_7.png?v=1762485182,1,"",false,,"Luxury embossed silver gift boxes 155x62x22mm with Lotus textured paper. Custom dimensional packaging starting at $0.10/piece, minimum 500 pieces.",,,,silver; floral,cardboard; paper,,rectangular,,,lb,,,active
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_6.png?v=1762485181,2,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_2.png?v=1762485181,3,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_1.png?v=1762485181,4,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_4.png?v=1762485184,5,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_5.png?v=1762485182,6,"",,,,,,,,,,,,,,,,
artisan-lotus-embossed-silver-logo-premium-textured-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/ArtisanLotusEmbossedSilverLogoPremiumTexturedPackagingXLBP-00014_3.png?v=1762485181,7,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,Essence Lotus Textured Lid & Base Box with Silver Foil Logo,"<p><span>This beautifully crafted compact presentation box featuring premium Lotus textured paper in pristine off-white. The sophisticated 155x62x22mm dimensions make it perfect for delicate jewelry, luxury pens, or premium cosmetics. Built with inspiration-grade 120g ultra-white Lotus textured paper and reinforced with robust 1200G single black cardboard, this box combines artistic beauty with practical durability. The striking silver foil stamping creates a brilliant metallic contrast against the soft off-white backdrop, delivering an unforgettable unboxing experience for your valued customers.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00013,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00013,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_1.png?v=1762483719,1,"",false,,"Compact lid & base gift boxes 155x62x22mm with silver foil stamping. Custom boxes with Lotus textured ultra-white paper. Quality packaging starting at $0.16/piece, minimum 500 pieces.",,,,silver; black; white,cardboard; paper,,rectangular,,,lb,,,active
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_2.png?v=1762483719,2,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_4.png?v=1762483803,3,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_3.png?v=1762483803,4,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_6.png?v=1762483803,5,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_7.png?v=1762483803,6,"",,,,,,,,,,,,,,,,
essence-lotus-textured-lid-base-box-with-silver-foil-logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EssenceLotusTexturedLid_BaseBoxwithSilverFoilLogoXLBP-00013_5.png?v=1762483803,7,"",,,,,,,,,,,,,,,,
elite-venetian-gray-gift-box-with-crimson-gold-foil,Elite Venetian Gray Gift Box with Crimson Gold Foil Logo,"<p><span>Crafted from premium 120g Italian gray-green specialty paper and reinforced with heavy-duty 1200G black cardboard, this box delivers both beauty and strength. The eye-catching crimson gold foil stamping adds a touch of luxury that makes your products stand out. Measuring 173x88x30mm, it's ideally proportioned for high-end electronics, jewelry, cosmetics, timepieces, or premium accessories, with a robust 2.5kg weight capacity for reliable protection.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging",true,Title,Default Title,,,,,,,,XLBP-00012,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00012,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_1.png?v=1762481989,1,"",false,," Luxurious lid & base gift boxes 173x88x30mm with hot red gold stamping. Custom boxes with imported Italian gray-green paper. Quality packaging starting at $0.10/piece, minimum 500 pieces.",,,,red; gray; gold,cardboard; paper,,rectangular,,,lb,,,active
elite-venetian-gray-gift-box-with-crimson-gold-foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/EliteVenetianGrayGiftBoxwithCrimsonGoldFoilXLBP-00012_2.png?v=1762481990,2,"",,,,,,,,,,,,,,,,
